Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
1,Max Aarons,eng ENG,DF,Bournemouth,25-116,2000,3,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3
2,Joshua Acheampong,eng ENG,DF,Chelsea,18-360,2006,4,2,170,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,0,8,0
3,Tyler Adams,us USA,MF,Bournemouth,26-075,1999,24,17,"1,620",18,0,3,3,0,0,0,7,0,1.6,1.6,0.9,2.5,12,61,9
4,Tosin Adarabioyo,eng ENG,DF,Chelsea,27-218,1997,20,13,"1,229",13.7,1,1,2,1,0,0,3,0,0.9,0.9,0.2,1.1,5,37,1
5,Simon Adingra,ci CIV,"FW,MF",Brighton,23-119,2002,25,9,888,9.9,2,1,3,2,0,0,0,0,2.2,2.2,1.8,4,35,14,114
6,Emmanuel Agbadou,ci CIV,DF,Wolves,27-317,1997,12,12,"1,050",11.7,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,3,21,1
7,Asher Agbinone,eng ENG,MF,Crystal Palace,19-214,2005,2,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0,1
8,Ola Aina,ng NGA,DF,Nott'ham Forest,28-204,1996,30,30,"2,569",28.5,2,1,3,2,0,0,2,0,0.6,0.6,0.7,1.3,54,91,52
9,Rayan Aït-Nouri,dz ALG,DF,Wolves,23-328,2001,33,33,"2,775",30.8,4,7,11,4,0,0,7,1,2.4,2.4,4.7,7.1,74,96,156
10,Kristoffer Ajer,no NOR,DF,Brentford,27-013,1998,20,17,"1,388",15.4,0,0,0,0,0,0,4,0,0.8,0.8,1.2,2.1,27,52,42
11,Manuel Akanji,ch SUI,DF,Manchester City,29-285,1995,22,20,"1,711",19,0,0,0,0,0,0,3,0,0.7,0.7,0.4,1.1,38,135,6
12,Nathan Aké,nl NED,DF,Manchester City,30-071,1995,10,8,678,7.5,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,12,50,2
13,Carlos Alcaraz,ar ARG,MF,Southampton,22-151,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,6,1
14,Carlos Alcaraz,ar ARG,"FW,MF",Everton,22-151,2002,11,4,491,5.5,1,1,2,1,0,0,3,0,1.3,1.3,1.3,2.6,14,27,10
15,Trent Alexander-Arnold,eng ENG,DF,Liverpool,26-205,1998,30,27,"2,240",24.9,3,6,9,3,0,0,5,0,1.8,1.8,6.7,8.5,49,211,87
16,Alisson,br BRA,GK,Liverpool,32-210,1992,24,24,"2,148",23.9,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0
17,Miguel Almirón,py PAR,FW,Newcastle Utd,31-079,1994,9,1,157,1.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,3,6,18
18,Edson Álvarez,mx MEX,MF,West Ham,27-188,1997,25,19,"1,633",18.1,0,1,1,0,0,0,8,1,0.3,0.3,0.8,1.1,21,75,18
19,Will Alves,eng ENG,FW,Leicester City,20-086,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,Harry Amass,eng ENG,DF,Manchester Utd,18-045,2007,3,2,166,1.8,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12
21,Samuel Amo-Ameyaw,eng ENG,"FW,DF",Southampton,18-286,2006,2,0,28,0.3,0,0,0,0,0,0,1,0,0,0,0.1,0.1,1,0,3
22,Mathis Amougou,fr FRA,MF,Chelsea,19-102,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,Joachim Andersen,dk DEN,DF,Crystal Palace,28-334,1996,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1
24,Joachim Andersen,dk DEN,DF,Fulham,28-334,1996,25,25,"2,223",24.7,0,0,0,0,0,0,5,1,0.9,0.9,0.3,1.3,13,103,2
25,Elliot Anderson,eng ENG,MF,Nott'ham Forest,22-175,2002,32,28,"2,317",25.7,2,6,8,2,0,0,6,0,1.7,1.7,3.1,4.8,37,115,78
26,André,br BRA,MF,Wolves,23-288,2001,29,27,"2,170",24.1,0,0,0,0,0,0,7,0,0.4,0.4,0.7,1,8,92,11
27,Michail Antonio,jm JAM,FW,West Ham,35-033,1990,14,11,836,9.3,1,1,2,1,0,0,1,0,2.2,2.2,1.6,3.8,29,18,59
28,Antony,br BRA,"DF,MF",Manchester Utd,25-065,2000,8,0,141,1.6,0,0,0,0,0,0,0,0,1,1,0.1,1.1,5,6,7
29,Julian Araujo,mx MEX,DF,Bournemouth,23-260,2001,9,5,362,4,0,0,0,0,0,0,1,0,0,0,0,0,3,14,18
30,Cameron Archer,eng ENG,FW,Southampton,23-283,2001,31,13,"1,361",15.1,2,0,2,2,0,1,0,0,5.1,4.3,0.4,4.6,19,14,62
31,Alphonse Areola,fr FRA,GK,West Ham,32-062,1993,23,22,"1,990",22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Joe Aribo,ng NGA,"MF,DF",Southampton,28-283,1996,30,20,"1,909",21.2,3,0,3,3,0,0,1,0,2.7,2.7,1.6,4.3,35,71,64
33,Adam Armstrong,eng ENG,"FW,MF",Southampton,28-079,1997,20,15,"1,248",13.9,2,2,4,2,0,1,4,0,3.3,2.3,1.2,3.5,25,21,79
34,Harrison Armstrong,eng ENG,MF,Everton,18-101,2007,3,0,48,0.5,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,1,1,0
35,Kepa Arrizabalaga,es ESP,GK,Bournemouth,30-209,1994,27,27,"2,430",27,0,0,0,0,0,0,3,0,0.1,0.1,0,0.1,0,2,0
36,Marco Asensio,es ESP,"MF,FW",Aston Villa,29-099,1996,9,5,481,5.3,3,1,4,3,0,2,1,0,4.2,2.6,0.8,3.4,15,31,23
37,Brandon Austin,eng ENG,GK,Tottenham,26-112,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,27-261,1997,24,3,378,4.2,1,0,1,1,0,0,0,0,2.1,2.1,0.1,2.2,6,7,19
39,Yasin Ayari,se SWE,MF,Brighton,21-206,2003,30,19,"1,737",19.3,1,1,2,1,0,0,3,0,2.2,2.2,2.2,4.4,30,66,59
40,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,33-231,1991,1,0,21,0.2,0,0,0,0,0,0,1,0,0.5,0.5,0,0.5,0,0,1
41,Jordan Ayew,gh GHA,"FW,MF",Leicester City,33-231,1991,26,15,"1,356",15.1,4,0,4,3,1,1,5,0,2.9,2.1,0.8,2.9,42,33,75
42,Benoît Badiashile,fr FRA,DF,Chelsea,24-035,2001,5,3,334,3.7,0,0,0,0,0,0,0,0,0,0,0,0,3,17,2
43,Leon Bailey,jm JAM,"FW,MF",Aston Villa,27-264,1997,23,14,"1,138",12.6,1,2,3,1,0,0,3,0,1.7,1.7,1.5,3.3,57,35,121
44,Carlos Baleba,cm CMR,MF,Brighton,21-117,2004,30,27,"2,313",25.7,3,1,4,3,0,0,8,1,3,3,1.3,4.2,40,111,26
45,Ross Barkley,eng ENG,MF,Aston Villa,31-146,1993,17,3,563,6.3,3,1,4,3,0,0,3,0,1.7,1.7,0.6,2.3,14,33,9
46,Harvey Barnes,eng ENG,FW,Newcastle Utd,27-142,1997,29,13,"1,413",15.7,9,4,13,9,0,0,0,0,6.3,6.3,3.7,10,74,69,159
47,Calvin Bassey,ng NGA,DF,Fulham,25-120,1999,32,31,"2,804",31.2,1,0,1,1,0,0,6,0,1,1,0.1,1.1,35,104,13
48,Altay Bayındır,tr TUR,GK,Manchester Utd,27-016,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Jan Bednarek,pl POL,DF,Southampton,29-018,1996,28,28,"2,351",26.1,2,0,2,2,0,0,7,0,0.7,0.7,0.5,1.2,4,58,2
50,Armel Bella Kotchap,de GER,DF,Southampton,23-140,2001,4,2,331,3.7,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,5,0
51,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,26-307,1998,31,18,"1,486",16.5,2,6,8,2,0,0,3,0,1.3,1.3,3.6,4.9,47,36,81
52,Rodrigo Bentancur,uy URU,MF,Tottenham,27-309,1997,23,19,"1,518",16.9,2,0,2,2,0,0,7,0,1.3,1.3,0.4,1.7,26,99,34
53,Daniel Bentley,eng ENG,GK,Wolves,31-291,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Sander Berge,no NOR,MF,Fulham,27-075,1998,27,23,"2,017",22.4,0,0,0,0,0,0,4,0,0.2,0.2,0.6,0.8,27,110,8
55,Lucas Bergvall,se SWE,MF,Tottenham,19-087,2006,27,11,"1,212",13.5,0,1,1,0,0,0,3,0,0.7,0.7,0.6,1.3,33,49,31
56,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,22-135,2002,28,28,"2,380",26.4,0,1,1,0,0,0,1,0,0.3,0.3,1.4,1.7,39,69,75
57,Beto,gw GNB,FW,Everton,27-089,1998,26,11,"1,192",13.2,6,0,6,6,0,0,2,0,6.1,6.1,0.8,6.9,12,9,62
58,Philip Billing,dk DEN,MF,Bournemouth,28-323,1996,10,1,184,2,0,0,0,0,0,0,1,0,0.6,0.6,1.1,1.7,3,15,13
59,Yves Bissouma,ml MLI,MF,Tottenham,28-243,1996,24,15,"1,210",13.4,2,0,2,2,0,0,7,0,0.6,0.6,0.3,0.9,15,71,3
60,Oscar Bobb,no NOR,FW,Manchester City,21-292,2003,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,1,1
61,Lamare Bogarde,nl NED,"DF,MF",Aston Villa,21-115,2004,8,5,476,5.3,0,0,0,0,0,0,2,0,0,0,0.1,0.2,12,14,9
62,Willy Boly,ci CIV,DF,Nott'ham Forest,34-086,1991,6,1,150,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,2,0
63,Sven Botman,nl NED,DF,Newcastle Utd,25-108,2000,4,3,232,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
64,Jarrod Bowen,eng ENG,"FW,MF",West Ham,28-131,1996,30,30,"2,631",29.2,9,7,16,8,1,1,1,0,7.4,6.7,6.3,13.1,97,85,183
65,Conor Bradley,nir NIR,DF,Liverpool,21-295,2003,15,4,533,5.9,0,1,1,0,0,0,3,0,0.6,0.6,0.5,1.1,26,25,27
66,Jarrad Branthwaite,eng ENG,DF,Everton,22-307,2002,27,25,"2,258",25.1,0,1,1,0,0,0,4,0,1.1,1.1,0.6,1.6,9,57,2
67,James Bree,eng ENG,DF,Southampton,27-201,1997,15,11,895,9.9,0,1,1,0,0,0,0,0,0.1,0.1,0.9,1,10,31,34
68,Ben Brereton,cl CHI,FW,Southampton,26-012,1999,10,4,449,5,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1,12,9,42
69,Nathan Broadhead,wls WAL,"MF,FW",Ipswich Town,27-025,1998,16,6,605,6.7,1,0,1,1,0,0,1,0,1.5,1.5,0.6,2.1,17,12,27
70,Armando Broja,al ALB,FW,Everton,23-232,2001,10,4,334,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,12,2,26
71,David Brooks,wls WAL,"FW,MF",Bournemouth,27-296,1997,25,8,815,9.1,2,0,2,2,0,0,3,0,2.2,2.2,1.7,3.9,25,27,75
72,Emi Buendía,ar ARG,"MF,FW",Aston Villa,28-126,1996,12,0,98,1.1,0,0,0,0,0,0,1,0,0.7,0.7,0,0.7,3,7,6
73,Santiago Bueno,uy URU,DF,Wolves,26-172,1998,27,18,"1,678",18.6,0,0,0,0,0,0,2,0,0.4,0.4,0,0.4,1,28,1
74,Facundo Buonanotte,ar ARG,"FW,MF",Leicester City,20-128,2004,29,14,"1,474",16.4,4,2,6,4,0,0,7,0,3.8,3.8,3.1,6.8,38,52,69
75,Cameron Burgess,au AUS,DF,Ipswich Town,29-191,1995,16,14,"1,361",15.1,0,1,1,0,0,0,0,0,0.7,0.7,0.5,1.2,2,40,4
76,Dan Burn,eng ENG,DF,Newcastle Utd,32-356,1992,33,33,"2,970",33,1,0,1,1,0,0,10,0,1.7,1.7,0.9,2.6,9,56,10
77,Wes Burns,wls WAL,"FW,DF",Ipswich Town,30-158,1994,18,12,926,10.3,0,1,1,0,0,0,1,0,0.5,0.5,1.6,2.2,38,8,65
78,Nathan Butler-Oyedeji,eng ENG,FW,Arsenal,22-116,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0
79,Moisés Caicedo,ec ECU,MF,Chelsea,23-179,2001,34,34,"2,991",33.2,1,2,3,1,0,0,10,0,0.8,0.8,2.9,3.7,38,194,33
80,Tom Cairney,sct SCO,MF,Fulham,34-100,1991,22,2,494,5.5,1,0,1,1,0,0,3,1,0.2,0.2,1,1.2,14,47,29
81,Jens Cajuste,se SWE,MF,Ipswich Town,25-263,1999,26,23,"1,774",19.7,1,0,1,1,0,0,2,0,0.5,0.5,0.6,1.1,23,46,16
82,Riccardo Calafiori,it ITA,DF,Arsenal,22-346,2002,17,11,925,10.3,2,1,3,2,0,0,4,0,0.9,0.9,0.3,1.1,21,54,29
83,Dominic Calvert-Lewin,eng ENG,FW,Everton,28-045,1997,22,19,"1,574",17.5,3,1,4,3,0,0,2,0,6.1,6.1,0.6,6.7,22,19,105
84,Diego Carlos,br BRA,DF,Aston Villa,32-046,1993,10,8,830,9.2,0,0,0,0,0,0,1,0,0.6,0.6,0,0.6,3,34,0
85,Fabio Carvalho,pt POR,"FW,MF",Brentford,22-243,2002,19,3,455,5.1,2,1,3,2,0,0,1,0,2.5,2.5,0.7,3.2,9,17,23
86,Casemiro,br BRA,MF,Manchester Utd,33-066,1992,22,16,"1,335",14.8,1,0,1,1,0,0,3,0,1.7,1.7,2.3,3.9,4,70,26
87,Kaelan Casey,eng ENG,DF,West Ham,20-184,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Matty Cash,pl POL,DF,Aston Villa,27-266,1997,23,20,"1,710",19,1,1,2,1,0,0,6,0,0.3,0.3,1.1,1.4,44,38,70
89,Eiran Cashin,ie IRL,DF,Brighton,23-172,2001,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
90,Timothy Castagne,be BEL,DF,Fulham,29-146,1995,23,17,"1,625",18.1,0,1,1,0,0,0,1,0,0.4,0.4,1.2,1.6,17,61,67
91,Trevoh Chalobah,eng ENG,DF,Crystal Palace,25-299,1999,12,12,"1,060",11.8,3,0,3,3,0,0,1,0,1.2,1.2,0.4,1.6,11,34,6
92,Trevoh Chalobah,eng ENG,DF,Chelsea,25-299,1999,11,9,746,8.3,0,1,1,0,0,0,1,0,0.7,0.7,1.2,1.9,4,34,2
93,Conor Chaplin,eng ENG,"MF,FW",Ipswich Town,28-073,1997,18,7,645,7.2,1,1,2,1,0,0,1,0,1.2,1.2,0.6,1.8,10,25,20
94,Youssef Chermiti,pt POR,"FW,MF",Everton,20-341,2004,3,0,44,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,1,5
95,Federico Chiesa,it ITA,FW,Liverpool,27-187,1997,4,0,37,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,2,2,6
96,Ben Chilwell,eng ENG,DF,Crystal Palace,28-130,1996,6,0,139,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,2,3,10
97,Chiquinho,pt POR,MF,Wolves,25-084,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Hamza Choudhury,bd BAN,"MF,DF",Leicester City,27-211,1997,4,1,131,1.5,0,0,0,0,0,0,0,0,0,0,0.4,0.4,4,3,6
99,Ryan Christie,sct SCO,MF,Bournemouth,30-067,1995,29,27,"2,117",23.5,2,3,5,2,0,0,9,0,1.8,1.8,3.5,5.4,34,137,44
100,Harry Clarke,eng ENG,DF,Ipswich Town,24-059,2001,7,4,379,4.2,0,0,0,0,0,0,3,1,0.1,0.1,0,0.1,5,14,2
101,Jack Clarke,eng ENG,"FW,MF",Ipswich Town,24-158,2000,28,11,"1,033",11.5,0,4,4,0,0,0,2,0,1,1,2,2.9,30,33,47
102,Nathaniel Clyne,eng ENG,"DF,MF",Crystal Palace,34-025,1991,13,5,483,5.4,0,0,0,0,0,0,1,0,0,0,0.3,0.3,6,7,8
103,Conor Coady,eng ENG,DF,Leicester City,32-064,1993,18,15,"1,354",15,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,2,28,0
104,Séamus Coleman,ie IRL,DF,Everton,36-201,1988,3,2,197,2.2,0,0,0,0,0,0,1,0,0.6,0.6,0,0.6,1,8,2
105,Nathan Collins,ie IRL,DF,Brentford,24-000,2001,33,33,"2,970",33,2,2,4,2,0,0,5,0,2.5,2.5,1.5,4,25,112,18
106,Toby Collyer,eng ENG,MF,Manchester Utd,21-117,2004,6,0,179,2,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,0,5,2
107,Levi Colwill,eng ENG,DF,Chelsea,22-063,2003,31,31,"2,789",31,1,1,2,1,0,0,8,0,1.3,1.3,1.1,2.5,13,124,11
108,Lewis Cook,eng ENG,"MF,DF",Bournemouth,28-086,1997,33,29,"2,726",30.3,1,3,4,1,0,0,8,0,0.9,0.9,4.1,5,33,152,48
109,Maxwel Cornet,ci CIV,FW,Southampton,28-215,1996,2,1,72,0.8,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,1,0,5
110,Vladimír Coufal,cz CZE,DF,West Ham,32-251,1992,18,9,865,9.6,0,0,0,0,0,0,4,0,0.2,0.2,0.6,0.8,15,32,25
111,Woyo Coulibaly,fr FRA,DF,Leicester City,25-345,1999,4,1,109,1.2,0,0,0,0,0,0,1,0,0,0,0,0,4,3,2
112,Aaron Cresswell,eng ENG,DF,West Ham,35-136,1989,14,7,589,6.5,0,0,0,0,0,0,2,0,0.1,0.1,1.1,1.3,4,24,2
113,Marc Cucurella,es ESP,DF,Chelsea,26-282,1998,32,29,"2,628",29.2,4,1,5,4,0,0,10,1,2.6,2.6,1.9,4.5,30,104,108
114,Jorge Cuenca,es ESP,DF,Fulham,25-164,1999,6,3,259,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
115,Matheus Cunha,br BRA,"MF,FW",Wolves,25-338,1999,29,26,"2,341",26,15,6,21,15,0,0,3,0,7.9,7.9,7.3,15.2,103,129,144
116,Patson Daka,zm ZAM,"FW,MF",Leicester City,26-203,1998,20,5,647,7.2,1,0,1,1,0,0,0,0,1.3,1.3,0.1,1.3,9,8,33
117,Diogo Dalot,pt POR,DF,Manchester Utd,26-043,1999,32,31,"2,788",31,0,3,3,0,0,0,5,0,2,2,2,4,62,102,164
118,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,24-301,2000,33,29,"2,495",27.7,2,10,12,2,0,0,2,0,2.6,2.6,7.3,9.9,62,204,115
119,Danilo,br BRA,"MF,FW",Nott'ham Forest,24-001,2001,7,5,267,3,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1
120,Jayden Danns,eng ENG,MF,Liverpool,19-104,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Kevin Danso,at AUT,DF,Tottenham,26-223,1998,6,5,482,5.4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,10,17,1
122,Ben Davies,wls WAL,DF,Tottenham,32-006,1993,13,11,"1,036",11.5,0,0,0,0,0,0,3,0,0.3,0.3,0.2,0.5,13,49,6
123,Leif Davis,eng ENG,DF,Ipswich Town,25-108,2000,31,30,"2,563",28.5,1,2,3,1,0,0,5,1,0.9,0.9,4.3,5.2,48,55,117
124,Craig Dawson,eng ENG,DF,Wolves,34-359,1990,15,10,971,10.8,0,0,0,0,0,0,2,0,0.5,0.5,0,0.5,6,20,5
125,Kevin De Bruyne,be BEL,"MF,FW",Manchester City,33-306,1991,24,16,"1,455",16.2,3,7,10,3,0,0,2,0,3.4,3.4,7.6,11,47,128,132
126,Bobby De Cordova-Reid,jm JAM,FW,Leicester City,32-087,1993,23,9,744,8.3,1,2,3,1,0,0,2,0,0.8,0.8,1.2,2,14,15,48
127,Liam Delap,eng ENG,FW,Ipswich Town,22-081,2003,33,30,"2,424",26.9,12,2,14,10,2,2,9,0,9.1,7.5,1.9,9.4,59,30,104
128,Sepp van den Berg,nl NED,DF,Brentford,23-131,2001,26,24,"2,136",23.7,0,0,0,0,0,0,2,0,1.4,1.4,0.2,1.6,8,66,27
129,Justin Devenny,nir NIR,MF,Crystal Palace,21-201,2003,20,4,429,4.8,1,0,1,1,0,0,1,0,0.7,0.7,0.4,1.1,4,16,12
130,Kiernan Dewsbury-Hall,eng ENG,"MF,FW",Chelsea,26-236,1998,12,2,259,2.9,0,1,1,0,0,0,0,0,0.2,0.2,1.1,1.3,5,14,11
131,Amad Diallo,ci CIV,"FW,MF",Manchester Utd,22-293,2002,22,17,"1,594",17.7,6,6,12,6,0,0,3,0,4.1,4.1,3.9,8,92,53,159
132,Rúben Dias,pt POR,DF,Manchester City,27-351,1997,23,21,"1,911",21.2,0,0,0,0,0,0,4,0,1.4,1.4,0.3,1.6,34,120,6
133,Luis Díaz,co COL,FW,Liverpool,28-107,1997,33,26,"2,225",24.7,12,5,17,12,0,0,2,0,10,10,4.9,14.9,103,103,269
134,Tyler Dibling,eng ENG,"FW,MF",Southampton,19-049,2006,30,18,"1,697",18.9,2,0,2,2,0,0,6,0,2.5,2.5,1.5,4.1,67,60,90
135,Lucas Digne,fr FRA,DF,Aston Villa,31-284,1993,30,27,"2,241",24.9,0,4,4,0,0,0,4,0,0.8,0.8,4.4,5.1,23,54,140
136,Issa Diop,fr FRA,DF,Fulham,28-111,1997,21,15,"1,339",14.9,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,6,25,3
137,Axel Disasi,fr FRA,DF,Aston Villa,27-050,1998,7,5,490,5.4,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,10,16,5
138,Axel Disasi,fr FRA,DF,Chelsea,27-050,1998,6,4,364,4,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,6,16,2
139,Roman Dixon,eng ENG,DF,Everton,20-125,2004,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,Nasser Djiga,bf BFA,"DF,FW",Wolves,22-166,2002,4,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,Matt Doherty,ie IRL,DF,Wolves,33-104,1992,27,22,"1,901",21.1,2,1,3,2,0,0,6,0,1,1,1.5,2.5,29,75,39
142,Jeremy Doku,be BEL,"FW,MF",Manchester City,22-338,2002,25,14,"1,307",14.5,3,5,8,3,0,0,1,0,1,1,3.9,4.9,176,62,235
